s,x,y,z
2.152888227624263209e+02,1.519239991387755992e+02,5.759748581028429726e+01,0.000000000000000000e+00
2.162725125201844207e+02,1.510720988191145295e+02,5.808933068916333298e+01,0.000000000000000000e+00
2.172562022779424922e+02,1.502050221735497360e+02,5.855389890830262800e+01,0.000000000000000000e+00
2.182398920357005920e+02,1.493236422747643246e+02,5.899072268688526322e+01,0.000000000000000000e+00
2.192235817934586919e+02,1.484288465976050304e+02,5.939936218039416360e+01,0.000000000000000000e+00
2.202072715512167633e+02,1.475215361254701634e+02,5.977940592349824556e+01,0.000000000000000000e+00
2.211909613089748632e+02,1.466026244430957206e+02,6.013047124436315727e+01,0.000000000000000000e+00
2.221746510667329630e+02,1.456730368166530809e+02,6.045220464996930332e+01,0.000000000000000000e+00
2.231583408244910345e+02,1.447337092620843180e+02,6.074428218204941743e+01,0.000000000000000000e+00
2.241420305822491343e+02,1.437855876026134467e+02,6.100640974328704402e+01,0.000000000000000000e+00
2.251257203400072058e+02,1.428296265163827741e+02,6.123832339344761522e+01,0.000000000000000000e+00
2.261094100977653341e+02,1.418667885751727056e+02,6.143978961514390846e+01,0.000000000000000000e+00
2.270930998555234055e+02,1.408980432751738476e+02,6.161060554896822339e+01,0.000000000000000000e+00
2.280767896132814769e+02,1.399243660607862410e+02,6.175059919775465289e+01,0.000000000000000000e+00
2.290604793710395768e+02,1.389467373424296568e+02,6.185962959976562558e+01,0.000000000000000000e+00
2.300441691287976766e+02,1.379661415093534913e+02,6.193758697062841634e+01,0.000000000000000000e+00
2.310278588865557481e+02,1.369835659384401083e+02,6.198439281387874189e+01,0.000000000000000000e+00
2.320115486443138479e+02,1.360000000000000000e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.333852860180512323e+02,1.346262626262626156e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.347590233917885882e+02,1.332525252525252597e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.361327607655259726e+02,1.318787878787878753e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.375064981392633285e+02,1.305050505050505194e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.388802355130007129e+02,1.291313131313131350e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.402539728867380973e+02,1.277575757575757507e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.416277102604754532e+02,1.263838383838383805e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.430014476342128091e+02,1.250101010101010104e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.443751850079501651e+02,1.236363636363636402e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.457489223816875210e+02,1.222626262626262701e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.471226597554249054e+02,1.208888888888888857e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.484963971291622897e+02,1.195151515151515156e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.498701345028996457e+02,1.181414141414141454e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.512438718766370300e+02,1.167676767676767611e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.526176092503744144e+02,1.153939393939393909e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.539913466241117703e+02,1.140202020202020208e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.553650839978491263e+02,1.126464646464646506e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.567388213715864822e+02,1.112727272727272805e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.581125587453238950e+02,1.098989898989898961e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.594862961190612509e+02,1.085252525252525260e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.608600334927986069e+02,1.071515151515151558e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.622337708665360196e+02,1.057777777777777715e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.636075082402733756e+02,1.044040404040404013e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.649812456140107315e+02,1.030303030303030312e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.663549829877480875e+02,1.016565656565656610e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.677287203614854434e+02,1.002828282828282909e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.691024577352228562e+02,9.890909090909090651e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.704761951089602121e+02,9.753535353535353636e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.718499324826975680e+02,9.616161616161616621e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.732236698564349808e+02,9.478787878787878185e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.745974072301723368e+02,9.341414141414141170e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.759711446039096927e+02,9.204040404040404155e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.773448819776470486e+02,9.066666666666667140e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.787186193513844046e+02,8.929292929292930125e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.800923567251218174e+02,8.791919191919191690e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.814660940988591733e+02,8.654545454545454675e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.828398314725965292e+02,8.517171717171717660e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.842135688463339420e+02,8.379797979797979224e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.855873062200712980e+02,8.242424242424242209e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.869610435938086539e+02,8.105050505050505194e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.883347809675460098e+02,7.967676767676768179e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.897085183412833658e+02,7.830303030303031164e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.910822557150207786e+02,7.692929292929292728e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.924559930887581345e+02,7.555555555555555713e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.938297304624954904e+02,7.418181818181818699e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.952034678362329032e+02,7.280808080808080263e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.965772052099702591e+02,7.143434343434343248e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.979509425837076151e+02,7.006060606060606233e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.993246799574449710e+02,6.868686868686869218e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.006984173311823270e+02,6.731313131313132203e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.020721547049197397e+02,6.593939393939393767e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.034458920786570957e+02,6.456565656565656752e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.048196294523944516e+02,6.319191919191919737e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.061933668261318644e+02,6.181818181818181301e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.075671041998692203e+02,6.044444444444444287e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.089408415736065763e+02,5.907070707070707272e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.103145789473439322e+02,5.769696969696970257e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.116883163210812882e+02,5.632323232323233242e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.130620536948187009e+02,5.494949494949494806e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.144357910685560569e+02,5.357575757575757791e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.158095284422934128e+02,5.220202020202020776e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.171832658160308256e+02,5.082828282828282340e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.185570031897681815e+02,4.945454545454545325e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.199307405635055375e+02,4.808080808080808310e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.213044779372428934e+02,4.670707070707071296e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.226782153109802493e+02,4.533333333333334281e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.240519526847176621e+02,4.395959595959595845e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.254256900584550181e+02,4.258585858585858830e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.267994274321923740e+02,4.121212121212121815e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.281731648059297868e+02,3.983838383838383379e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.295469021796671427e+02,3.846464646464646364e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.309206395534044987e+02,3.709090909090909349e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.322943769271418546e+02,3.571717171717172334e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.336681143008792105e+02,3.434343434343435320e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.350418516746166233e+02,3.296969696969696884e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.364155890483539793e+02,3.159595959595959869e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.377893264220913352e+02,3.022222222222222854e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.391630637958287480e+02,2.884848484848484418e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.405368011695661039e+02,2.747474747474747403e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.419105385433034598e+02,2.610101010101010388e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.432842759170408158e+02,2.472727272727273373e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.446580132907781717e+02,2.335353535353536358e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.460317506645155845e+02,2.197979797979797922e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.474054880382529404e+02,2.060606060606060908e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.487792254119902964e+02,1.923232323232323893e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.501529627857277092e+02,1.785858585858585457e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.515267001594650651e+02,1.648484848484848442e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.529004375332024210e+02,1.511111111111111427e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.542741749069397770e+02,1.373737373737374412e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.556479122806771329e+02,1.236363636363637397e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.570216496544145457e+02,1.098989898989898961e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.583953870281519016e+02,9.616161616161619463e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.597691244018892576e+02,8.242424242424249314e+00,6.200000000000000000e+01,0.000000000000000000e+00
