s,dxds,dyds,dzds
3.846464646464646364e+01,1.000000000000001776e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.983838383838384090e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.121212121212121815e+01,9.999999999999982236e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.258585858585858830e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.395959595959595845e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.533333333333333570e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.670707070707071296e+01,9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.808080808080808310e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.945454545454545325e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.082828282828283051e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.220202020202020776e+01,9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.357575757575757791e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.494949494949494806e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.632323232323232531e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.769696969696970257e+01,9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.907070707070707272e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.044444444444444287e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.181818181818182012e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.319191919191919737e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.456565656565656752e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.593939393939393767e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.731313131313130782e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.868686868686869218e+01,9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.006060606060606233e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.143434343434343248e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.280808080808081684e+01,9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.418181818181818699e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.555555555555555713e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.692929292929292728e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.830303030303029743e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.967676767676768179e+01,9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.105050505050505194e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.242424242424242209e+01,1.000000000000003553e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.379797979797980645e+01,9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.517171717171717660e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.654545454545454675e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.791919191919191690e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.929292929292928704e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.066666666666667140e+01,9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.204040404040404155e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.341414141414141170e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.478787878787879606e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.616161616161616621e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.753535353535353636e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.890909090909090651e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.002828282828282767e+02,1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.016565656565656610e+02,9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.030303030303030312e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.044040404040404013e+02,1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.057777777777777857e+02,9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.071515151515151558e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.085252525252525260e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.098989898989898961e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.112727272727272663e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.126464646464646506e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140202020202020208e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.153939393939393909e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.167676767676767753e+02,9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.181414141414141454e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.195151515151515156e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.208888888888888857e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.222626262626262559e+02,1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.236363636363636402e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250101010101010104e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.263838383838383805e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.277575757575757649e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.291313131313131066e+02,1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.305050505050504910e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.318787878787878753e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.332525252525252313e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.346262626262626156e+02,9.999266507471560317e-01,9.245531791438983335e-03,0.000000000000000000e+00
1.356099523840207155e+02,9.993707334284493982e-01,3.172393982927568246e-02,0.000000000000000000e+00
1.365936421417787869e+02,9.978610575674622396e-01,6.341593634026523874e-02,0.000000000000000000e+00
1.375773318995368868e+02,9.953466202066039159e-01,9.504407837889791710e-02,0.000000000000000000e+00
1.385610216572949867e+02,9.918299531711198824e-01,1.265765190871494805e-01,0.000000000000000000e+00
1.395447114150530581e+02,9.873145974465842301e-01,1.579815079701116787e-01,0.000000000000000000e+00
1.405284011728111295e+02,9.818050996134815023e-01,1.892274228660572877e-01,0.000000000000000000e+00
1.415120909305692578e+02,9.753070072691514270e-01,2.202828017873086353e-01,0.000000000000000000e+00
1.424957806883273292e+02,9.678268634417293015e-01,2.511163745997331831e-01,0.000000000000000000e+00
1.434794704460854291e+02,9.593722000020079577e-01,2.816970945091522571e-01,0.000000000000000000e+00
1.444631602038435290e+02,9.499515300793746064e-01,3.119941693228511781e-01,0.000000000000000000e+00
1.454468499616016004e+02,9.395743394898801171e-01,3.419770924546493562e-01,0.000000000000000000e+00
1.464305397193597003e+02,9.282510771848535569e-01,3.716156736424963691e-01,0.000000000000000000e+00
1.474142294771178001e+02,9.159931447295406315e-01,4.008800693475040866e-01,0.000000000000000000e+00
1.483979192348759000e+02,9.028128848229215464e-01,4.297408128038258113e-01,0.000000000000000000e+00
1.493816089926339998e+02,8.887235688694801183e-01,4.581688436892312755e-01,0.000000000000000000e+00
1.503652987503920713e+02,8.737393836159981220e-01,4.861355373863447404e-01,0.000000000000000000e+00
1.513489885081501711e+02,8.578754168669746605e-01,5.136127338052480784e-01,0.000000000000000000e+00
1.523326782659082710e+02,8.411476422921424501e-01,5.405727657383092577e-01,0.000000000000000000e+00
1.533163680236663424e+02,8.235729033425371881e-01,5.669884867186487654e-01,0.000000000000000000e+00
1.543000577814244707e+02,8.051688962905814151e-01,5.928332983544275514e-01,0.000000000000000000e+00
1.552837475391825421e+02,7.859541524112927391e-01,6.180811771110965580e-01,0.000000000000000000e+00
1.562674372969406420e+02,7.659480193230336909e-01,6.427067005149100787e-01,0.000000000000000000e+00
1.572511270546987134e+02,7.451706415058936273e-01,6.666850727512128039e-01,0.000000000000000000e+00
1.582348168124568133e+02,7.236429400181947358e-01,6.899921496317222847e-01,0.000000000000000000e+00
1.592185065702149132e+02,7.013865914304773241e-01,7.126044629056895729e-01,0.000000000000000000e+00
1.602021963279730130e+02,6.784240059992043825e-01,7.344992438904052179e-01,0.000000000000000000e+00
1.611858860857311129e+02,6.547783051014164357e-01,7.556544463973704495e-01,0.000000000000000000e+00
1.621695758434891843e+02,6.304732979535572213e-01,7.760487689308863679e-01,0.000000000000000000e+00
1.631532656012472842e+02,6.055334576376196765e-01,7.956616761369152968e-01,0.000000000000000000e+00
1.641369553590053840e+02,5.799838964587138435e-01,8.144734194804374994e-01,0.000000000000000000e+00
1.651206451167634839e+02,5.538503406591956946e-01,8.324650571305136637e-01,0.000000000000000000e+00
1.661043348745215553e+02,5.271591045145100907e-01,8.496184730330869073e-01,0.000000000000000000e+00
1.670880246322796552e+02,4.999370638369526887e-01,8.659163951523867198e-01,0.000000000000000000e+00
1.680717143900377266e+02,4.722116289139393075e-01,8.813424128623577047e-01,0.000000000000000000e+00
1.690554041477958265e+02,4.440107169082807559e-01,8.958809934707776534e-01,0.000000000000000000e+00
1.700390939055538979e+02,4.153627237478758616e-01,9.095174978593494330e-01,0.000000000000000000e+00
1.710227836633119978e+02,3.862964955334859951e-01,9.222381952240787939e-01,0.000000000000000000e+00
1.720064734210700692e+02,3.568412994929985871e-01,9.340302769009962702e-01,0.000000000000000000e+00
1.729901631788281691e+02,3.270267945120792774e-01,9.448818692634173289e-01,0.000000000000000000e+00
1.739738529365862689e+02,2.968830012699470444e-01,9.547820456777120768e-01,0.000000000000000000e+00
1.749575426943443688e+02,2.664402720112519773e-01,9.637208375054182596e-01,0.000000000000000000e+00
1.759412324521024686e+02,2.357292599838132219e-01,9.716892441408742087e-01,0.000000000000000000e+00
1.769249222098605685e+02,2.047808885734667683e-01,9.786792420740475507e-01,0.000000000000000000e+00
1.779086119676186684e+02,1.736263201668748479e-01,9.846837929695411162e-01,0.000000000000000000e+00
1.788923017253767682e+02,1.422969247735323961e-01,9.896968507536012538e-01,0.000000000000000000e+00
1.798759914831348397e+02,1.108242484389450055e-01,9.937133677019449607e-01,0.000000000000000000e+00
1.808596812408929395e+02,7.923998148038435829e-02,9.967292995224799057e-01,0.000000000000000000e+00
1.818433709986510394e+02,4.757592657732345742e-02,9.987416094275261003e-01,0.000000000000000000e+00
1.828270607564091392e+02,1.586396674902346149e-02,9.997482711915814946e-01,0.000000000000000000e+00
1.838107505141672391e+02,-1.586396674902346149e-02,9.997482711915832709e-01,0.000000000000000000e+00
1.847944402719253389e+02,-4.757592657732345742e-02,9.987416094275261003e-01,0.000000000000000000e+00
1.857781300296834388e+02,-7.923998148038435829e-02,9.967292995224745766e-01,0.000000000000000000e+00
1.867618197874415387e+02,-1.108242484389592164e-01,9.937133677019325262e-01,0.000000000000000000e+00
1.877455095451996385e+02,-1.422969247735466070e-01,9.896968507535888193e-01,0.000000000000000000e+00
1.887291993029577384e+02,-1.736263201668748479e-01,9.846837929695411162e-01,0.000000000000000000e+00
1.897128890607158382e+02,-2.047808885734667683e-01,9.786792420740475507e-01,0.000000000000000000e+00
1.906965788184739381e+02,-2.357292599838132219e-01,9.716892441408759851e-01,0.000000000000000000e+00
1.916802685762320380e+02,-2.664402720112377665e-01,9.637208375054306941e-01,0.000000000000000000e+00
1.926639583339901094e+02,-2.968830012699612553e-01,9.547820456777209586e-01,0.000000000000000000e+00
1.936476480917482093e+02,-3.270267945120792774e-01,9.448818692634191052e-01,0.000000000000000000e+00
1.946313378495063091e+02,-3.568412994929985871e-01,9.340302769009838357e-01,0.000000000000000000e+00
1.956150276072644090e+02,-3.862964955334717843e-01,9.222381952240645830e-01,0.000000000000000000e+00
1.965987173650225088e+02,-4.153627237478900724e-01,9.095174978593369985e-01,0.000000000000000000e+00
1.975824071227806087e+02,-4.440107169082807559e-01,8.958809934707616662e-01,0.000000000000000000e+00
1.985660968805387085e+02,-4.722116289139393075e-01,8.813424128623488230e-01,0.000000000000000000e+00
1.995497866382968084e+02,-4.999370638369384778e-01,8.659163951523787262e-01,0.000000000000000000e+00
2.005334763960549083e+02,-5.271591045144958798e-01,8.496184730330824664e-01,0.000000000000000000e+00
2.015171661538129797e+02,-5.538503406591956946e-01,8.324650571305056701e-01,0.000000000000000000e+00
2.025008559115710796e+02,-5.799838964587138435e-01,8.144734194804428284e-01,0.000000000000000000e+00
2.034845456693291794e+02,-6.055334576376196765e-01,7.956616761369197377e-01,0.000000000000000000e+00
2.044682354270872793e+02,-6.304732979535572213e-01,7.760487689308881443e-01,0.000000000000000000e+00
2.054519251848453507e+02,-6.547783051014164357e-01,7.556544463973615677e-01,0.000000000000000000e+00
2.064356149426034506e+02,-6.784240059992043825e-01,7.344992438904043297e-01,0.000000000000000000e+00
2.074193047003615504e+02,-7.013865914304773241e-01,7.126044629056949020e-01,0.000000000000000000e+00
2.084029944581196503e+02,-7.236429400181947358e-01,6.899921496317205083e-01,0.000000000000000000e+00
2.093866842158777501e+02,-7.451706415058936273e-01,6.666850727512105834e-01,0.000000000000000000e+00
2.103703739736358216e+02,-7.659480193229910583e-01,6.427067005149034173e-01,0.000000000000000000e+00
2.113540637313939499e+02,-7.859541524112927391e-01,6.180811771110903408e-01,0.000000000000000000e+00
2.123377534891520213e+02,-8.051688962906098368e-01,5.928332983544315482e-01,0.000000000000000000e+00
2.133214432469101212e+02,-8.235729033425656098e-01,5.669884867186461008e-01,0.000000000000000000e+00
2.143051330046682210e+02,-8.411476422921282392e-01,5.405727657383039286e-01,0.000000000000000000e+00
2.152888227624263209e+02,-8.578754168669604496e-01,5.136127338052460800e-01,0.000000000000000000e+00
2.162725125201844207e+02,-8.737393836159981220e-01,4.861355373863460727e-01,0.000000000000000000e+00
2.172562022779424922e+02,-8.887235688694801183e-01,4.581688436892328298e-01,0.000000000000000000e+00
2.182398920357005920e+02,-9.028128848229215464e-01,4.297408128038320285e-01,0.000000000000000000e+00
2.192235817934586919e+02,-9.159931447295406315e-01,4.008800693475080834e-01,0.000000000000000000e+00
2.202072715512167633e+02,-9.282510771848535569e-01,3.716156736424949258e-01,0.000000000000000000e+00
2.211909613089748632e+02,-9.395743394898943279e-01,3.419770924546448043e-01,0.000000000000000000e+00
2.221746510667329630e+02,-9.499515300793746064e-01,3.119941693228511781e-01,0.000000000000000000e+00
2.231583408244910345e+02,-9.593722000020221685e-01,2.816970945091554768e-01,0.000000000000000000e+00
2.241420305822491343e+02,-9.678268634417293015e-01,2.511163745997357921e-01,0.000000000000000000e+00
2.251257203400072058e+02,-9.753070072691514270e-01,2.202828017873095234e-01,0.000000000000000000e+00
2.261094100977653341e+02,-9.818050996134815023e-01,1.892274228660575375e-01,0.000000000000000000e+00
2.270930998555234055e+02,-9.873145974465842301e-01,1.579815079701099023e-01,0.000000000000000000e+00
2.280767896132814769e+02,-9.918299531711198824e-01,1.265765190871519508e-01,0.000000000000000000e+00
2.290604793710395768e+02,-9.953466202066039159e-01,9.504407837889772281e-02,0.000000000000000000e+00
2.300441691287976766e+02,-9.978610575674622396e-01,6.341593634026665427e-02,0.000000000000000000e+00
2.310278588865557481e+02,-9.993707334284493982e-01,3.172393982927346201e-02,0.000000000000000000e+00
2.320115486443138479e+02,-9.999266507471560317e-01,9.245531791439276503e-03,0.000000000000000000e+00
2.333852860180512323e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.347590233917885882e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.361327607655259726e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.375064981392633285e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.388802355130007129e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.402539728867380973e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.416277102604754532e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.430014476342128091e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.443751850079501651e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.457489223816875210e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.471226597554249054e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.484963971291622897e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.498701345028996457e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.512438718766370300e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.526176092503744144e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.539913466241117703e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.553650839978491263e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.567388213715864822e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.581125587453238950e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.594862961190612509e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.608600334927986069e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.622337708665360196e+02,-9.999999999999857891e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.636075082402733756e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.649812456140107315e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.663549829877480875e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.677287203614854434e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.691024577352228562e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.704761951089602121e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.718499324826975680e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.732236698564349808e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.745974072301723368e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.759711446039096927e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.773448819776470486e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.787186193513844046e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.800923567251218174e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.814660940988591733e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.828398314725965292e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.842135688463339420e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.855873062200712980e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.869610435938086539e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.883347809675460098e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.897085183412833658e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.910822557150207786e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.924559930887581345e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.938297304624954904e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.952034678362329032e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.965772052099702591e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.979509425837076151e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.993246799574449710e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.006984173311823270e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.020721547049197397e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.034458920786570957e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.048196294523944516e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.061933668261318644e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.075671041998692203e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.089408415736065763e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.103145789473439322e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.116883163210812882e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.130620536948187009e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.144357910685560569e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.158095284422934128e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.171832658160308256e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.185570031897681815e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.199307405635055375e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.213044779372428934e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.226782153109802493e+02,-9.999999999999982236e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.240519526847176621e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.254256900584550181e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.267994274321923740e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.281731648059297868e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.295469021796671427e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.309206395534044987e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.322943769271418546e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.336681143008792105e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.350418516746166233e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.364155890483539793e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.377893264220913352e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.391630637958287480e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.405368011695661039e+02,-1.000000000000008882e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.419105385433034598e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.432842759170408158e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.446580132907781717e+02,-9.999999999999955591e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.460317506645155845e+02,-9.999999999999955591e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.474054880382529404e+02,-1.000000000000009770e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.487792254119902964e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.501529627857277092e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.515267001594650651e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.529004375332024210e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.542741749069397770e+02,-1.000000000000009770e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.556479122806771329e+02,-9.999999999999951150e-01,0.000000000000000000e+00,0.000000000000000000e+00
